trial,NCT,phenotype_branch_id,phenotype_branch_name,criterion_id,criterion_description,criterion_role,necessary_for_branch,source_type,source_citation_or_asset,exact_source_location,observability_class,nhanes_variable,nhanes_operational_definition,proxy_limitation,unavailable_reason,notes
SOUL,NCT03914326,SOUL-B3,Chronic kidney disease,SOUL-T2D,Diagnosed type 2 diabetes,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT03914326; manuscript reference [4],criterion_segment_id=NCT03914326-S004,PROXY_OBSERVABLE,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,CKD alternative branch.
SOUL,NCT03914326,SOUL-B3,Chronic kidney disease,SOUL-EGFR,eGFR <60 mL/min/1.73 m²,CORE_BRANCH_DEFINING,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT03914326; manuscript reference [4],criterion_segment_id=NCT03914326-S010,PROXY_OBSERVABLE,RIDAGEYR;RIAGENDR;LBXSCR;DERIVED_EGFR_2021_CKDEPI_CR,Valid 2021 CKD-EPI eGFR <60. A valid prespecified 2021 CKD-EPI eGFR satisfying the explicit branch threshold is accepted for DIRECT mapping of that renal subbranch.,"Medical-record timing and the trial's exact equation are not reproduced. The trial equation, specimen timing, and medical-record recency are not reproduced; no threshold is invented where the source did not freeze one.",,CKD alternative branch.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B1,Established coronary/cerebrovascular disease,SURPASS-CVOT-AGE40,Age ≥40 years,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S043,OBSERVABLE,RIDAGEYR,Valid RIDAGEYR ≥40; missing/invalid unresolved.,,,Established ASCVD branch is not broadened.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B1,Established coronary/cerebrovascular disease,SURPASS-CVOT-BMI25,BMI ≥25 kg/m²,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S005,OBSERVABLE,BMXBMI,Valid BMXBMI ≥25; missing/out-of-range unresolved.,,,Established ASCVD branch is not broadened.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B1,Established coronary/cerebrovascular disease,SURPASS-CVOT-T2D,Diagnosed type 2 diabetes,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S043,PROXY_OBSERVABLE,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,Established ASCVD branch is not broadened.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B1,Established coronary/cerebrovascular disease,SURPASS-CVOT-ASCVD,Established coronary or cerebrovascular disease phenotype,CORE_BRANCH_DEFINING,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S009/S010/S012/S013/S014,PROXY_OBSERVABLE,MCQ160C;MCQ160E;MCQ160F,Three-valued OR: any yes=positive; all no=negative; otherwise unresolved. Any specified CHD/MI/stroke proxy positive is accepted for DIRECT mapping of the coronary/cerebrovascular subbranch only.,"Self-report captures CHD, MI, and stroke but not imaging stenosis, all revascularization constructs, or symptomatic PAD. All-negative proxy contradicts only that subbranch and cannot exclude PAD/PVD or other source-defined CVD residual branches.",,Established ASCVD branch is not broadened.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B1-RESIDUAL,Established coronary/cerebrovascular disease not captured by specified proxy,SURPASS-CVOT-AGE40,Age ≥40 years,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S043,OBSERVABLE,RIDAGEYR,Valid RIDAGEYR ≥40; missing/invalid unresolved.,,,Established ASCVD branch is not broadened.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B1-RESIDUAL,Established coronary/cerebrovascular disease not captured by specified proxy,SURPASS-CVOT-BMI25,BMI ≥25 kg/m²,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S005,OBSERVABLE,BMXBMI,Valid BMXBMI ≥25; missing/out-of-range unresolved.,,,Established ASCVD branch is not broadened.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B1-RESIDUAL,Established coronary/cerebrovascular disease not captured by specified proxy,SURPASS-CVOT-T2D,Diagnosed type 2 diabetes,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S043,PROXY_OBSERVABLE,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,Established ASCVD branch is not broadened.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B1-RESIDUAL,Established coronary/cerebrovascular disease not captured by specified proxy,SURPASS-CVOT-CVD-RESIDUAL,Established coronary/cerebrovascular manifestations outside the specified proxy,CORE_BRANCH_DEFINING,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S014,UNAVAILABLE,NONE,No participant-level value is evaluated; structural unobservability invokes POTENTIAL when all evaluable core criteria are satisfied.,,The source disease construct includes manifestations not completely reconstructed by self-reported CHD/MI/stroke.,source phenotype precedes NHANES observability.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B2,Established peripheral arterial disease,SURPASS-CVOT-AGE40,Age ≥40 years,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S043,OBSERVABLE,RIDAGEYR,Valid RIDAGEYR ≥40; missing/invalid unresolved.,,,PAD alternative branch.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B2,Established peripheral arterial disease,SURPASS-CVOT-BMI25,BMI ≥25 kg/m²,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S005,OBSERVABLE,BMXBMI,Valid BMXBMI ≥25; missing/out-of-range unresolved.,,,PAD alternative branch.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B2,Established peripheral arterial disease,SURPASS-CVOT-T2D,Diagnosed type 2 diabetes,CORE_NECESSARY,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S043,PROXY_OBSERVABLE,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,PAD alternative branch.
SURPASS-CVOT,NCT04255433,SURPASSCVOT-B2,Established peripheral arterial disease,SURPASS-CVOT-PAD,Trial-defined peripheral arterial disease,CORE_BRANCH_DEFINING,YES,ClinicalTrials.gov record / trial protocol / primary publication,https://clinicaltrials.gov/study/NCT04255433; manuscript reference [5],criterion_segment_id=NCT04255433-S047,UNAVAILABLE,NONE,No participant-level value is evaluated; structural unobservability invokes POTENTIAL when all evaluable core criteria are satisfied.,,Symptomatic PAD and qualifying peripheral procedures are not specified.,PAD alternative branch.
