trial,branch_id,criterion_id,criterion_role,role_justification,observability_class,NHANES_release,NHANES_variable,coding_valid_values,missing_unresolved_coding,used_in_current_mapping,proxy_information_loss,proxy_acceptance_for_direct,proxy_direct_boundary,unavailable_reason,source_provenance,source_phenotype_precedes_observability
AMPLITUDE-O,AMPLITUDEO-B2,AMPLITUDE-O-RISK,CORE_BRANCH_DEFINING,Defines an explicit alternative phenotype branch.,UNAVAILABLE,2017–March 2020,NONE,No participant-level value is evaluated; structural unobservability invokes POTENTIAL when all evaluable core criteria are satisfied.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,NO,,NOT_APPLICABLE,NOT_APPLICABLE,The exact risk-factor construct is not specified sufficiently for deterministic adjudication.,ClinicalTrials.gov NCT03496298; manuscript reference [28],YES
AMPLITUDE-O,AMPLITUDEO-B2,AMPLITUDE-O-SEXAGE,CORE_BRANCH_DEFINING,Defines an explicit alternative phenotype branch.,OBSERVABLE,2017–March 2020,RIAGENDR;RIDAGEYR,"RIAGENDR=1 and age≥50, or RIAGENDR=2 and age≥55; missing sex/age unresolved.",Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT03496298; manuscript reference [28],YES
SOUL,SOUL-B1,SOUL-AGE50,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,RIDAGEYR,Valid RIDAGEYR ≥50; missing/invalid unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B1,SOUL-T2D,CORE_NECESSARY,Common population requirement.,PROXY_OBSERVABLE,2017–March 2020,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B1,SOUL-ASCVD,CORE_BRANCH_DEFINING,Defines an explicit alternative phenotype branch.,PROXY_OBSERVABLE,2017–March 2020,MCQ160C;MCQ160E;MCQ160F,Three-valued OR: any yes=positive; all no=negative; otherwise unresolved. Any specified CHD/MI/stroke proxy positive is accepted for DIRECT mapping of the coronary/cerebrovascular subbranch only.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Self-report captures CHD, MI, and stroke but not imaging stenosis, all revascularization constructs, or symptomatic PAD. All-negative proxy contradicts only that subbranch and cannot exclude PAD/PVD or other source-defined CVD residual branches.",Any specified CHD/MI/stroke proxy positive is accepted for DIRECT mapping of the coronary/cerebrovascular subbranch only.,All-negative proxy contradicts only that subbranch and cannot exclude PAD/PVD or other source-defined CVD residual branches.,,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B1-RESIDUAL,SOUL-AGE50,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,RIDAGEYR,Valid RIDAGEYR ≥50; missing/invalid unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B1-RESIDUAL,SOUL-T2D,CORE_NECESSARY,Common population requirement.,PROXY_OBSERVABLE,2017–March 2020,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B1-RESIDUAL,SOUL-CVD-RESIDUAL,CORE_BRANCH_DEFINING,Defines an explicit alternative phenotype branch.,UNAVAILABLE,2017–March 2020,NONE,No participant-level value is evaluated; structural unobservability invokes POTENTIAL when all evaluable core criteria are satisfied.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,NO,,NOT_APPLICABLE,NOT_APPLICABLE,"The exact source includes revascularization, stenosis, and imaging/stress-test constructs not specified in NHANES.",ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B2,SOUL-AGE50,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,RIDAGEYR,Valid RIDAGEYR ≥50; missing/invalid unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B2,SOUL-T2D,CORE_NECESSARY,Common population requirement.,PROXY_OBSERVABLE,2017–March 2020,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B2,SOUL-PAD,CORE_BRANCH_DEFINING,Defines an explicit alternative phenotype branch.,UNAVAILABLE,2017–March 2020,NONE,No participant-level value is evaluated; structural unobservability invokes POTENTIAL when all evaluable core criteria are satisfied.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,NO,,NOT_APPLICABLE,NOT_APPLICABLE,Symptomatic PAD is not specified in NHANES 2017–March 2020.,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B3,SOUL-AGE50,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,RIDAGEYR,Valid RIDAGEYR ≥50; missing/invalid unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B3,SOUL-T2D,CORE_NECESSARY,Common population requirement.,PROXY_OBSERVABLE,2017–March 2020,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SOUL,SOUL-B3,SOUL-EGFR,CORE_BRANCH_DEFINING,Defines an explicit alternative phenotype branch.,PROXY_OBSERVABLE,2017–March 2020,RIDAGEYR;RIAGENDR;LBXSCR;DERIVED_EGFR_2021_CKDEPI_CR,Valid 2021 CKD-EPI eGFR <60. A valid prespecified 2021 CKD-EPI eGFR satisfying the explicit branch threshold is accepted for DIRECT mapping of that renal subbranch.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Medical-record timing and the trial's exact equation are not reproduced. The trial equation, specimen timing, and medical-record recency are not reproduced; no threshold is invented where the source did not freeze one.",A valid prespecified 2021 CKD-EPI eGFR satisfying the explicit branch threshold is accepted for DIRECT mapping of that renal subbranch.,"The trial equation, specimen timing, and medical-record recency are not reproduced; no threshold is invented where the source did not freeze one.",,ClinicalTrials.gov NCT03914326; manuscript reference [4],YES
SURPASS-CVOT,SURPASSCVOT-B1,SURPASS-CVOT-AGE40,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,RIDAGEYR,Valid RIDAGEYR ≥40; missing/invalid unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B1,SURPASS-CVOT-BMI25,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,BMXBMI,Valid BMXBMI ≥25; missing/out-of-range unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B1,SURPASS-CVOT-T2D,CORE_NECESSARY,Common population requirement.,PROXY_OBSERVABLE,2017–March 2020,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B1,SURPASS-CVOT-ASCVD,CORE_BRANCH_DEFINING,Defines an explicit alternative phenotype branch.,PROXY_OBSERVABLE,2017–March 2020,MCQ160C;MCQ160E;MCQ160F,Three-valued OR: any yes=positive; all no=negative; otherwise unresolved. Any specified CHD/MI/stroke proxy positive is accepted for DIRECT mapping of the coronary/cerebrovascular subbranch only.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Self-report captures CHD, MI, and stroke but not imaging stenosis, all revascularization constructs, or symptomatic PAD. All-negative proxy contradicts only that subbranch and cannot exclude PAD/PVD or other source-defined CVD residual branches.",Any specified CHD/MI/stroke proxy positive is accepted for DIRECT mapping of the coronary/cerebrovascular subbranch only.,All-negative proxy contradicts only that subbranch and cannot exclude PAD/PVD or other source-defined CVD residual branches.,,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B1-RESIDUAL,SURPASS-CVOT-AGE40,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,RIDAGEYR,Valid RIDAGEYR ≥40; missing/invalid unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B1-RESIDUAL,SURPASS-CVOT-BMI25,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,BMXBMI,Valid BMXBMI ≥25; missing/out-of-range unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B1-RESIDUAL,SURPASS-CVOT-T2D,CORE_NECESSARY,Common population requirement.,PROXY_OBSERVABLE,2017–March 2020,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B1-RESIDUAL,SURPASS-CVOT-CVD-RESIDUAL,CORE_BRANCH_DEFINING,Defines an explicit alternative phenotype branch.,UNAVAILABLE,2017–March 2020,NONE,No participant-level value is evaluated; structural unobservability invokes POTENTIAL when all evaluable core criteria are satisfied.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,NO,,NOT_APPLICABLE,NOT_APPLICABLE,The source disease construct includes manifestations not completely reconstructed by self-reported CHD/MI/stroke.,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B2,SURPASS-CVOT-AGE40,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,RIDAGEYR,Valid RIDAGEYR ≥40; missing/invalid unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B2,SURPASS-CVOT-BMI25,CORE_NECESSARY,Common population requirement.,OBSERVABLE,2017–March 2020,BMXBMI,Valid BMXBMI ≥25; missing/out-of-range unresolved.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,,NOT_APPLICABLE,NOT_APPLICABLE,,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B2,SURPASS-CVOT-T2D,CORE_NECESSARY,Common population requirement.,PROXY_OBSERVABLE,2017–March 2020,DIQ010,DIQ010=1; codes 3/7/9/missing unresolved; DIQ010=2 contradicts branch. DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,YES,"Self-reported physician diagnosis does not reproduce trial adjudication, diabetes duration, or type confirmation. This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",DIQ010=1 is accepted for DIRECT mapping of the diagnosed-T2D criterion only; DIQ010=2 contradicts it; unresolved codes are INDETERMINATE.,"This is phenotype mapping, not trial-adjudicated diabetes or exact eligibility.",,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
SURPASS-CVOT,SURPASSCVOT-B2,SURPASS-CVOT-PAD,CORE_BRANCH_DEFINING,Defines an explicit alternative phenotype branch.,UNAVAILABLE,2017–March 2020,NONE,No participant-level value is evaluated; structural unobservability invokes POTENTIAL when all evaluable core criteria are satisfied.,Observed contradiction → NOT_ALIGNED for that branch; missing observable/proxy without contradiction → INDETERMINATE; structural UNAVAILABLE → POTENTIAL if otherwise aligned.,NO,,NOT_APPLICABLE,NOT_APPLICABLE,Symptomatic PAD and qualifying peripheral procedures are not specified.,ClinicalTrials.gov NCT04255433; manuscript reference [5],YES
